,Company,0214price,0214amt,0514price,0514amt,0814price,0814amt,1114price,1114amt,0214-0514chng,0514-0814chng,0814-1114chng
875,DOUGLAS EMMETT INC,23.28957964066809,901562,27.13995480174401,1095175,28.220353772424012,1117385,25.670322187948127,1550896,193613,22210,433511
876,DOVER CORP,96.53989353064316,677378,81.74979279736921,598448,90.95102709419895,531110,80.32802118663756,430460,-78930,-67338,-100650
877,DOW CHEM CO,44.4001716973542,13349070,48.59001211771032,14953320,51.45992558682425,7419385,52.43995795210689,4753627,1604250,-7533935,-2665758
878,DR PEPPER SNAPPLE GROUP INC,48.72149713066883,472584,54.45834553747019,573576,58.57970723134732,885409,64.30998148596368,789131,100992,311833,-96278
879,DR REDDYS LABS LTD,41.02926521326563,251869,43.899955292831955,241572,43.1405673788088,48539,52.56172020175206,30136,-10297,-193033,-18403
880,DREAMWORKS ANIMATION SKG INC,35.500192201801504,96253,26.5489813005861,143320,23.253363592154322,123380,27.26831878855557,517597,47067,-19940,394217
881,DRESSER-RAND GROUP INC,59.62983616134258,188295,58.415130476418476,116956,63.73196972968419,189889,82.26007222931517,813797,-71339,72933,623908
882,DREW INDS INC,51.202030247950894,58318,54.19708029197081,27400,50.00543537341015,27597,42.18388386282348,19012,-30918,197,-8585
883,DRIL-QUIP INC,109.92999992121885,1650141,112.09979826710381,1604597,109.23999212907492,1941322,89.39989383572754,1942273,-45544,336725,951
884,DRYSHIPS INC,4.718140266378336,20347,3.2300913861810154,1377670,3.2198352278652616,1150680,2.4698644082800953,677770,1357323,-226990,-472910
885,DSP GROUP INC,9.70980911397992,126882,8.646633770757267,65459,8.486756553281774,58444,8.876361217129451,57118,-61423,-7015,-1326
886,DST SYS INC DEL,90.74389734023735,62186,94.7902933421226,97088,92.16281177351351,101516,83.92121681686582,122615,34902,4428,21099
887,DSW INC,42.73252462628256,78067,35.85708837243636,162562,27.940481475646955,209481,30.10946101830309,358027,84495,46919,148546
888,DTE ENERGY CO,66.3905573332743,587207,74.28905701112964,663274,77.8696270993453,878250,76.08109149772605,596758,76067,214976,-281492
889,DTF TAX-FREE INCOME INC,14.012143858010276,19269,14.792289454695391,19402,16.29001396286911,19337,15.050080440085113,19269,133,-65,-68
890,DU PONT E I DE NEMOURS & CO,64.96998165818235,5607405,67.09997792039799,4452073,65.43998984266149,4489365,71.75990101754847,3787338,-1155332,37292,-702027
891,DUCOMMUN INC DEL,29.820032177199092,80181,25.05146568471107,34489,26.14318706697459,21650,27.397260273972602,21754,-45692,-12839,104
892,DUKE ENERGY CORP NEW,69.0103764018166,2813403,71.22003953759706,2310712,74.19013835591865,2447239,74.7697881385926,1864804,-502691,136527,-582435
893,DUKE REALTY CORP,15.040018557469766,4983438,16.880036340861334,4765985,18.16003716956534,4614528,17.180044767945727,4702025,-217453,-151457,87497
894,DUN & BRADSTREET CORP DEL NE,122.74888388137423,331058,99.35098627969684,587815,110.19988323927609,1079130,117.47003874297177,1305269,256757,491315,226139
895,DUNKIN BRANDS GROUP INC,48.19200407435702,78540,50.18019087786364,698981,45.80992610053424,1162390,44.81909524034153,529975,620441,463409,-632415
896,DUPONT FABROS TECHNOLOGY INC,24.709918972500983,1859739,24.06979837829083,2055979,26.96019492191204,3364219,27.04022184598238,3099087,196240,1308240,-265132
897,DURECT CORP,1.74293319812397,31556,1.3357079252003563,29198,1.8252253594576475,26846,1.4752950590118024,39992,-2358,-2352,13146
898,DXP ENTERPRISES INC NEW,115.20226351609695,26154,94.93331745653728,33592,75.61290322580646,7750,73.52477122120544,3169,7438,-25842,-4581
899,DYAX CORP,7.535101347295041,274847,8.979136562983244,591705,9.599770009557034,514804,10.121113247707518,535119,316858,-76901,20315
900,DYCOM INDS INC,27.787190782785498,103285,31.60333321807683,28921,31.293094303596053,28281,30.722475480038682,36195,-74364,-640,7914
901,DYNAGAS LNG PARTNERS LP,22.549833364773946,1590300,21.67001902690949,1839500,24.249969660792623,2991179,23.60998733089883,3128083,249200,1151679,136904
902,DYNAVAX TECHNOLOGIES CORP,1.96240446188804,261414,1.8083182640144664,141015,1.5852001532940807,57406,1.43130059124189,496751,-120399,-83609,439345
903,DYNEGY INC NEW DEL,8.393240780737314,349567,12.217778226990289,415542,30.666416964195214,1489773,25.991013129647264,1796621,65975,1074231,306848
904,E HOUSE CHINA HLDGS LTD,15.078796878176405,339417,12.08935901833431,451885,8.65720442892175,53828,9.52653138992093,73479,112468,-398057,19651
905,E M C CORP MASS,25.15000923560115,46548134,27.41001289748877,52206287,26.340007050878658,51454580,29.260012125453287,36602343,5658153,-751707,-14852237
906,E TRADE FINANCIAL CORP,19.63998766413998,3326886,23.019829572425074,2709186,21.259999733784124,2253810,22.591094000501684,916910,-617700,-455376,-1336900
907,E-COMMERCE CHINA DANGDANG IN,9.547034281401118,120561,14.351453005820426,47591,13.378415786767905,252870,12.199886571302537,396725,-72970,205279,143855
908,EAGLE BANCORP INC MD,30.628949557258444,869243,36.10050829330797,778881,33.75033816142547,683845,31.820041022352534,667441,-90362,-95036,-16404
909,EAGLE BULK SHIPPING INC,4.572961078256086,29084,3.9933444259567383,123205,3.087589028640703,52792,0.9199279389781134,52178,94121,-70413,-614
910,EAGLE MATERIALS INC,77.42822772966773,284302,88.65967064258548,251095,94.28689607860942,99123,101.8293081770148,137593,-33207,-151972,38470
911,EAGLE ROCK ENERGY PARTNERS L,5.953624399415082,28722,5.257003301149711,96633,4.9796456578753405,617313,3.5469160256114973,21709,67911,520680,-595604
912,EAST WEST BANCORP INC,34.97039132586884,276777,36.499850338989454,344111,34.99026306234941,302970,33.998355086219156,288161,67334,-41141,-14809
913,EASTGROUP PPTY INC,57.92809608294475,151619,62.88956787429071,57275,64.21627422511207,63364,60.58878038349135,56116,-94344,6089,-7248
914,EASTMAN CHEM CO,80.69990520745378,3128938,86.2100441498819,2415635,87.35012013984198,1525722,80.88979654402677,1252556,-713303,-889913,-273166
915,EASTMAN KODAK CO,34.69091464812409,13087,33.38781228111137,38547,24.468417761100692,63960,21.95701291929784,34522,25460,25413,-29438
916,EATON CORP PLC,76.11950862780157,1681251,75.11996903330176,1671473,77.17927424483959,1707518,63.36972918732705,1191894,-9778,36045,-515624
917,EATON VANCE CORP,42.789559271348956,420009,38.16165283487876,326663,37.79031721280518,267423,37.72946473769749,375330,-93346,-59240,107907
918,EATON VANCE NEW YORK MUN BD,11.330628173573695,45099,11.995831393157275,45099,12.505820528171355,45099,12.328433002949069,45099,0,0,0
919,EATON VANCE TAX ADVT DIV INC,19.005065919889244,31781,19.6485451487062,27941,20.682628629648498,19630,20.18981108425105,22338,-3840,-8311,2708
920,EATON VANCE TX MNG BY WRT OP,14.00452993906913,31347,14.183901621017327,28624,14.765200014802206,27023,14.8298144784253,33581,-2723,-1601,6558
921,EBAY INC,54.865008570626486,16001164,55.23997920990115,18643490,50.06006415655738,18685853,56.62996934920905,14906630,2642326,42363,-3779223
922,EBIX INC,14.704516033125422,161447,17.07019682982059,149266,14.3135440876714,132951,14.180806575348127,387143,-12181,-16315,254192
923,ECHELON CORP,2.150933413082736,86939,2.782426778242678,95600,2.4331174317093778,88775,2.0362101957705705,81524,8661,-6825,-7251
924,ECHOSTAR CORP,49.719861020295646,233991,47.560171077492,445646,52.94081893145856,345499,48.75653692406746,215889,211655,-100147,-129610
925,ECOLAB INC,104.26998799715794,1408833,107.98948824727648,1438390,111.33974296306879,1063816,114.82924766263386,794484,29557,-374574,-269332
926,ECOPETROL S A,38.445818555776775,75847,40.7898618417818,650848,36.04861305006745,719889,31.27046827246889,841241,575001,69041,121352
927,EDISON INTL,46.300116282384494,5717977,56.60999271543659,4174581,58.10993995116599,4272023,55.91968922555512,1826405,-1543396,97442,-2445618
928,EDUCATION MGMT CORP NEW,10.090004428654463,54368658,4.8699932965054975,54368658,1.6899994110577456,54368658,1.0900029940043765,54368658,0,0,0
929,EDUCATION RLTY TR INC,8.8212232096184,168344,9.86819115776526,286172,10.738258490925666,388238,10.278650457587762,263556,117828,102066,-124682
930,EDWARDS LIFESCIENCES CORP,65.75925902169314,311804,74.16734516122925,264065,85.84092999916366,239140,102.14945895697069,224289,-47739,-24925,-14851
931,EGAIN CORP,10.261641862698033,16664,7.0747764567161235,10177,6.777296058205013,40134,6.011906507522213,34099,-6487,29957,-6035
932,EHEALTH INC,46.49971695824461,37097,50.712489522212906,4772,37.94057675502477,13732,24.11420963088986,13519,-32325,8960,-213
933,EL PASO ELEC CO,35.110138890495506,1642517,35.730086836540345,1600248,40.20989864315081,1628405,36.550130732926604,1216220,-42269,28157,-412185
934,EL PASO PIPELINE PARTNERS L,36.000095214461005,3654907,30.390060189900204,796313,36.22996743864621,2128597,40.15981952264001,2439752,-2858594,1332284,311155
935,ELBIT SYS LTD,60.70258463778667,65928,60.932370321733416,15230,61.50310894836442,14796,62.11395655493094,28818,-50698,-434,14022
936,ELDORADO GOLD CORP NEW,5.690186722673082,1187483,5.5803277826006905,1520520,7.6404487615698224,1328456,6.739909155882634,933247,333037,-192064,-395209
937,ELECTRO RENT CORP,18.517448578691933,69232,17.586620668966553,53336,16.741092636579573,52625,13.770056644467092,42193,-15896,-711,-10432
938,ELECTRO SCIENTIFIC INDS,10.45324756309692,60938,9.835561702781618,26028,6.791995148574894,16490,6.791135780665237,47562,-34910,-9538,31072
939,ELECTRONIC ARTS INC,22.939543478437056,2097557,29.010225447952013,2155309,35.86987024005047,2298475,35.61040519790193,2001269,57752,143166,-297206
940,ELECTRONICS FOR IMAGING INC,38.73041365277926,956406,43.309614412375275,1509203,45.200114584182785,1434753,44.16991634775655,1540664,552797,-74450,105911
941,ELIZABETH ARDEN INC,35.453812228647905,58273,29.51443986036179,59869,21.416790634499712,123688,16.736488020306663,48457,1596,63819,-75231
942,ELLIE MAE INC,26.864123918467868,30859,28.838045983472927,17789,31.10047846889952,23408,32.622816725208104,20783,-13070,5619,-2625
943,EMBRAER S A,32.1820726634731,304362,35.497777820074795,105077,36.43049221730056,152839,39.220247829270136,146149,-199285,47762,-6690
944,EMCOR GROUP INC,42.4398511328169,1385396,46.790365987985865,1585134,44.53007878135408,1490835,39.95939504594399,1271766,199738,-94299,-219069
945,EMCORE CORP,5.1247010591048845,29270,5.041265194942471,24597,4.1427660930529,12552,5.671690163668772,12342,-4673,-12045,-210
946,EMERALD OIL INC,7.677811125846303,14327,6.717877898613268,139032,7.648958359510466,318344,6.153694069964288,80927,124705,179312,-237417
947,EMERGE ENERGY SVCS LP,44.32982399418029,791792,62.22011300586688,941898,105.79994619153541,1583394,115.3002961087442,1586917,150106,641496,3523
948,EMERGENT BIOSOLUTIONS INC,22.988274841465945,298674,25.270432258344044,276964,22.460569567967596,289307,21.31031450060821,350206,-21710,12343,60899
949,EMERSON ELEC CO,70.18018562602488,3126609,66.79998460189753,2519791,66.35996635887594,2842949,62.57998688487332,2112065,-606818,323158,-730884
950,EMPIRE DIST ELEC CO,22.699950498550315,28282,24.319369950437913,73645,25.675844199032827,72169,24.158720037100373,69002,45363,-1476,-3167
951,EMPIRE ST RLTY TR INC,15.29975415745506,500727,15.106414645036464,120942,16.503300660132027,139972,15.015171037865247,96236,-379785,19030,-43736
952,EMPLOYERS HOLDINGS INC,31.64652911480679,131926,20.238973299896735,67790,21.180587531080207,43436,19.258356046478266,27884,-64136,-24354,-15552
953,EMPRESA NACIONAL DE ELCTRCID,44.58956837643802,46244,43.18533244974597,63378,45.20918497313165,82439,43.95061728395061,76950,17134,19061,-5489
954,EMULEX CORP,7.163061394762011,49141,7.390705843261974,210670,5.699791210118544,1448825,4.940511408846152,637181,161529,1238155,-811644
955,ENBRIDGE ENERGY MANAGEMENT L,28.680684581210546,509158,27.70931483287659,797674,35.249806609938915,937225,37.21012273138498,1054498,288516,139551,117273
956,ENBRIDGE ENERGY PARTNERS L P,29.8687034441723,534439,27.409809192049465,497778,36.928783132326735,414663,38.851323843661056,552671,-36661,-83115,138008
957,ENBRIDGE INC,43.67967862677849,1072398,45.50971371142399,1586057,47.47020184537012,1169955,47.8798715160046,1332773,513659,-416102,162818
958,ENCANA CORP,18.049975038165122,4983608,21.37995631548507,3566939,23.710562592660022,1537880,21.20999784610744,1796747,-1416669,-2029059,258867
959,ENCORE CAP GROUP INC,50.263188482805575,60223,45.654621762718804,9769,45.419600226592216,49428,44.30936910500943,47710,-50454,39659,-1718
960,ENCORE WIRE CORP,54.194542041680705,41554,48.46938775510204,7840,49.052656050215035,17206,37.13561470215463,7890,-33714,9366,-9316
961,ENDEAVOUR INTL CORP,5.2428659053071245,68474,3.2577583609520935,53104,1.3686324492876998,212621,0.29852053224220765,251239,-15370,159517,38618
962,ENDEAVOUR SILVER CORP,3.5933806146572103,10575,4.3234014429696535,36314,5.446715081911838,23684,4.367205807646297,122046,25739,-12630,98362
963,ENDOCYTE INC,10.675768909546461,27539,23.815101116576876,12807,6.5917291146267,100884,6.107077424170456,14737,-14732,88077,-86147
964,ENDOLOGIX INC,17.426770485724877,32364,12.87014203304156,2281793,15.210302385780267,2439202,10.600052784708838,1902066,2249429,157409,-537136
965,ENDURANCE INTL GROUP HLDGS I,14.179992041093659,20884779,13.010019050222333,20852775,15.290003368856185,20852775,16.270016820303294,20852775,-32004,0,0
966,ENDURANCE SPECIALTY HLDGS LT,58.6691187956654,620957,53.82953205445249,794601,51.59000526428626,890909,55.1804777784769,953580,173644,96308,62671
967,ENDURO RTY TR,12.09126014099975,282270,12.529926386682478,312851,13.828364987192176,293961,11.2987790718991,327292,30581,-18890,33331
968,ENERGEN CORP,70.75110383180655,160577,80.80892309036255,251841,88.88064466648356,280331,72.23629968609356,158646,91264,28490,-121685
969,ENERGIZER HLDGS INC,108.23884811120053,202589,100.74006501265563,778310,122.03015041704676,1969923,123.20954527626324,1188106,575721,1191613,-781817
970,ENERGY RECOVERY INC,5.553502613102466,94715,5.32094785020179,44353,4.925137903861309,81216,3.5333554797209548,66226,-50362,36863,-14990
971,ENERGY TRANSFER EQUITY L P,81.73998545546443,10509789,46.74997977466689,16377975,58.939974972838925,18700483,61.68995286299844,19128285,5868186,2322508,427802
972,ENERGY TRANSFER PRTNRS L P,57.24953642001258,1591419,53.78998186083496,1413516,57.96987608259059,4061092,63.98993173159332,6677613,-177903,2647576,2616521
973,ENERPLUS CORP,18.177865039729078,151778,20.03074943571514,275127,25.17803756108826,320438,18.970445051666196,382068,123349,45311,61630
974,ENERSIS S A,14.990223767108407,441888,15.528561330894624,137231,16.843953838434526,199300,15.776725511161542,183308,-304657,62069,-15992
975,ENERSYS,70.09222539460714,216101,69.29773941842085,79714,68.8,42500,58.624039565486186,56615,-136387,-37214,14115
976,ENGILITY HLDGS INC,33.41030451724636,41574,45.08856682769726,7452,38.26151560178307,96912,31.173785254205487,95946,-34122,89460,-966
977,ENI S P A,48.48946034784382,382413,50.16998488488954,623879,54.90090111258621,766053,47.2498287301632,1065570,241466,142174,299517
978,ENNIS INC,17.701418716647144,76830,16.559704718518272,30073,15.254754398454185,29499,13.183206970691408,35348,-46757,-574,5849
979,ENPHASE ENERGY INC,6.333513555263767,64735,7.361728572111478,146433,8.590895625555445,10127,14.958734525447044,11632,81698,-136306,1505
980,ENPRO INDS INC,57.65265145759621,138207,72.6745913818722,67300,73.16200256032596,72647,60.53848025302084,49324,-70907,5347,-23323
981,ENSCO PLC,57.18076314001016,922583,52.78022539583066,951038,55.57057350680026,1043196,41.31057264896897,863653,28455,92158,-179543
982,ENSIGN GROUP INC,44.27867374920896,52147,43.65394056115704,26481,31.08154145207511,49901,34.78647028347273,27022,-25666,23420,-22879
983,ENSTAR GROUP LIMITED,138.90972229995882,803997,136.3102101127243,803997,150.72971860020428,803803,136.32089469077852,798667,0,-194,-5136
984,ENTEGRIS INC,11.588575885250211,117961,12.110125200031819,3871884,13.745096996413054,4644347,11.500044110729904,4511374,3753923,772463,-132973
985,ENTERCOM COMMUNICATIONS CORP,10.511324420143227,297013,10.070559522911342,304849,10.729387220356033,322106,8.030714201865777,289638,7836,17257,-32468
986,ENTERGY CORP NEW,63.270177914476996,702922,66.85025802615418,1382418,82.08995491394306,1464089,77.33012981120005,1225318,679496,81671,-238771
987,ENTEROMEDICS INC,2.403846153846154,416,1.8026491104318518,25518,1.5570375157907108,34039,1.2292118582791034,96810,25102,8521,62771
988,ENTERPRISE PRODS PARTNERS L,66.30002199676535,12533661,69.35998797491706,12513843,78.28998207033091,13189312,40.30000105988716,27172704,-19818,675469,13983392
989,ENTRAVISION COMMUNICATIONS C,5.751258087706686,1391,6.6987477442992285,109722,6.240249609984398,12179,3.967967679099632,27722,108331,-97543,15543
990,ENTROPIC COMMUNICATIONS INC,4.6994115439877735,218538,4.0963659961064245,73968,3.333122108865091,78905,2.657964995550281,168550,-144570,4937,89645
991,ENVESTNET INC,40.280289330922244,22120,40.187558930710225,78482,48.907612952010595,37029,44.99738278621102,53492,56362,-41453,16463
992,ENVISION HEALTHCARE HLDGS IN,35.501629030446026,8901,33.82983316372159,32427,35.914577530176416,107700,34.68000544776951,2342243,23526,75273,2234543
993,ENVIVIO INC,3.4057971014492754,13800,3.1159420289855078,13800,2.391304347826087,13800,1.8388438092931247,495420,0,0,481620
994,ENZO BIOCHEM INC,2.9191864031982964,148329,4.158582622689468,132978,5.245417738686452,100278,5.155034933587795,91173,-15351,-32700,-9105
995,ENZON PHARMACEUTICALS INC,1.1597419323824385,499249,1.0310297269006663,445186,1.0380143937995938,433520,1.0822627078588922,372368,-54063,-11666,-61152
996,ENZYMOTEC LTD,27.003470763100964,64251,22.010976087808704,51020,13.579781214635988,50369,6.671953186951409,36571,-13231,-651,-13798
997,EOG RES INC,167.84001722522154,1133222,196.1697814958717,1008402,116.86014981962695,2140841,99.01966581628344,1420536,-124820,1132439,-720305
998,EPAM SYS INC,34.95648421204057,13903,32.91261284950478,22818,43.75818912935436,44266,43.7832493762064,21241,8915,21448,-23025
999,EPIQ SYS INC,16.178775468931693,79116,13.62341717854569,29141,14.02770471681571,34218,17.560135179908553,15091,-49975,5077,-19127
1000,EPLUS INC,56.81529954852128,19713,55.76981629960418,19706,58.21702502200427,7953,56.019391327767295,7426,-7,-11753,-527
1001,EPR PPTYS,49.16017180523483,1648611,53.38984922329688,1494329,55.87017181339514,1468279,50.67975118786401,1771457,-154282,-26050,303178
1002,EQT CORP,89.78026253791761,1827317,96.97015374484964,1764677,106.90020337894842,510869,91.54030983436316,328369,-62640,-1253808,-182500
1003,EQT MIDSTREAM PARTNERS LP,58.78989315526381,2649452,70.33019405927689,2945904,96.74008562150782,4043143,89.61001856122613,4088092,296452,1097239,44949
1004,EQUIFAX INC,69.09077107016114,263465,68.02810481403762,243517,72.5373917162967,236416,74.73890053228337,228074,-19948,-7101,-8342
1005,EQUINIX INC,177.44997069651265,3514940,184.84016310240798,3177145,210.0900048915702,3066500,212.47998742211246,2467823,-337795,-110645,-598677
1006,EQUITY LIFESTYLE PPTYS INC,36.229795119942345,485650,40.648717852679894,587374,44.16131281230817,720042,42.36054996733756,646002,101724,132668,-74040
1007,EQUITY ONE,22.441532819714208,218969,22.342831298055177,232155,23.588211881808864,283913,21.625583458704625,259230,13186,51758,-24683
1008,EQUITY RESIDENTIAL,51.8698452840928,2132877,57.990247601629314,1793405,62.99991345614234,2241638,61.579579463894824,1920929,-339472,448233,-320709
1009,ERA GROUP INC,30.859674249741865,60046,29.31513278836,51134,28.6926375330718,21922,21.740099892971816,44848,-8912,-29212,22926
1010,ERICSSON,12.241141082781464,468257,13.330029959763074,1089795,12.080029883898375,1193954,12.590421472263772,1337763,621538,104159,143809
1011,ERIE INDTY CO,73.04153889043769,3587,69.78453882259797,17683,75.22168993986342,9811,75.83424069685519,15613,14096,-7872,5802
1012,ESSENT GROUP LTD,24.059966102228195,6038745,22.459964777449613,6038745,20.089935905556537,6038745,21.410077756222524,6038745,0,0,0
1013,ESSEX PPTY TR INC,143.51003078974378,797993,170.05089299826142,790875,184.9106452130843,411058,178.75188016084968,325770,-7118,-379817,-85288
1014,ESTERLINE TECHNOLOGIES CORP,101.96076559477513,837989,106.5398012248203,920135,115.1201405059371,933199,111.27015848883877,978744,82146,13064,45545
1015,ETFS GOLD TR,118.36790579858973,14607,126.06577344701584,3284,130.4100227790433,3512,118.66791744840523,2132,-11323,228,-1380
1016,ETFS SILVER TR,19.197666634790085,41828,19.500836789638363,13743,20.77829346661907,14005,16.786099931284973,10187,-28085,262,-3818
1017,ETHAN ALLEN INTERIORS INC,30.41960166587985,213941,25.44868999295515,149045,24.745473460275157,171102,22.80142014105455,166744,-64896,22057,-4358
1018,EURONET WORLDWIDE INC,47.85224893983518,129461,41.59157401989467,85450,48.236013330966884,101418,47.801984658315924,79913,-44011,15968,-21505
1019,EV ENERGY PARTNERS LP,33.929943999121555,18214,33.50827614049253,4954,39.63094988467184,4769,35.371281330522365,4269,-13260,-185,-500
1020,EVERBANK FINL CORP,18.368902439024392,13120,19.727345629510825,37410,20.171139256886818,61821,17.662807943448197,51917,24290,24411,-9904
1021,EVERCORE PARTNERS INC,59.780152493694686,137186,55.24907444741762,109124,57.63961928505577,77013,46.99383141166626,135039,-28062,-32111,58026
1022,EVEREST RE GROUP LTD,155.87014793804232,1334072,153.0499733504369,1337733,160.49059977440038,1384754,162.0101302170729,1349823,3661,47021,-34931
1023,EVERTEC INC,24.65975298822935,965622,24.699925694932638,998586,24.24006686914998,1087497,22.33914402620287,1004470,32964,88911,-83027
1024,EVOGENE LTD,19.650434382581967,1039061,19.048628915288514,264061,16.378876284690342,236341,13.155359363778093,57087,-775000,-27720,-179254
1025,EVOLUTION PETROLEUM CORP,12.349183818310854,14090,12.744711601629223,15222,10.949549655619004,16987,9.164375572773473,12003,1132,1765,-4984
1026,EXACT SCIENCES CORP,11.749778573470634,3280998,14.170188319149352,3286336,17.03017051675598,2697037,19.379946039745427,1840614,5338,-589299,-856423
1027,EXAMWORKS GROUP INC,29.870394262726077,800659,35.01022868769469,721989,31.72626025791325,54592,32.72543059777102,9870,-78670,-667397,-44722
1028,EXAR CORP,11.790190936709877,149107,11.924636298592892,16772,11.294172439890552,17177,8.941744534358653,22367,-132335,405,5190
1029,EXCEL TR INC,11.39459995045826,60555,12.683587522397325,70879,13.330041964946927,36459,11.790585129784427,22730,10324,-34420,-13729
1030,EXCO RESOURCES INC,5.309582796884507,594962,5.6007682046691905,920588,5.890450750830397,395895,3.3404309801904137,433477,325626,-524693,37582
1031,EXELIS INC,19.05926537776516,619856,19.010897206385923,544635,16.979480383889488,622575,16.540332189982742,636142,-75221,77940,13567
1032,EXELIXIS INC,6.129964629166187,2857439,3.54018219536394,3193056,3.3898627130231738,2842003,1.5298690387991232,2992413,335617,-351053,150410
1033,EXELON CORP,27.390168623583893,3247114,33.55994094868258,2019938,36.479991543580944,18315081,34.20157304989549,22169799,-1227176,16295143,3854718
1034,EXETER RES CORP,0.53075386952743,150729,0.6025325804915499,102899,0.7099049192919571,85927,0.6051648492324881,85927,-47830,-16972,0
1035,EXFO INC,4.7595994003838005,171443,4.940417514859166,171443,4.800429297200818,171443,4.182148002543118,171443,0,0,0
1036,EXLSERVICE HOLDINGS INC,27.6241327493046,62554,30.91013165426445,12229,29.452852153667052,42950,24.41071553472757,42891,-50325,30721,-59
1037,EXONE CO,60.45780758947418,213190,35.82923477506148,221216,39.62387991552994,70084,20.8949068664513,29098,8026,-151132,-40986
1038,EXPEDIA INC DEL,69.66032129341306,2281715,72.50012524849696,3812421,78.76014249480772,2855683,87.62006151904076,1951916,1530706,-956738,-903767
1039,EXPEDITORS INTL WASH INC,44.24903851250671,679156,39.62979990062365,646029,44.160413599971285,891296,40.57996715095782,473682,-33127,245267,-417614
1040,EXPONENT INC,77.2706279242555,49799,75.04152196889626,26492,74.1015741015741,20202,70.90842221404928,13595,-23307,-6290,-6607
1041,EXPRESS INC,18.667610619469027,353125,15.879481068466154,181681,17.027772500049142,152633,15.609904364911365,921210,-171444,-29048,768577
1042,EXPRESS SCRIPTS HLDG CO,70.24017537004407,2441466,75.0899495278419,2031417,69.32992485465725,2342394,70.62998446447119,2796815,-410049,310977,454421
1043,EXTERRAN HLDGS INC,34.201295196977874,252008,43.88135781036457,108292,44.98575778410765,122172,44.31505741549409,61830,-143716,13880,-60342
1044,EXTRA SPACE STORAGE INC,42.13045255719298,667783,48.511934834482396,643285,53.2491934187918,808970,51.56997278650057,1149797,-24498,165685,340827
1045,EXTREME NETWORKS INC,6.979820069929152,305452,5.8003650064759205,679440,4.4400268919715105,4138038,4.790139256158564,4372733,373988,3458598,234695
1046,EXXON MOBIL CORP,101.19999286546025,22874636,97.67995813746164,20895054,100.67999382695692,19497677,94.04998689086143,15496823,-1979582,-1397377,-4000854
1047,EZCORP INC,11.692965361161752,127256,10.791859358565539,299485,11.548498695169627,300039,9.909743841826423,292944,172229,554,-7095
1048,F M C CORP,75.45890721600269,418930,76.55955279673512,291590,71.19079723579976,427176,57.188666175057534,358008,-127340,135586,-69168
1049,F5 NETWORKS INC,90.86001004548497,1355833,106.62993466678148,1045410,111.43804836293602,448608,118.74083385711292,190920,-310423,-596802,-257688
1050,FABRINET,20.58449809402796,23610,20.7681440699225,75741,20.599148251722692,54711,14.59763716212037,16167,52131,-21030,-38544
1051,FACEBOOK INC,54.64901136363142,9196708,60.24000857094166,10808614,67.28993140419085,10811885,79.03987258216549,7521710,1611906,3271,-3290175
